time (s),top_completeLatency (ms),top_transferred (messages),spout_completeLatency (ms),spout_transferred (messages),bolt_executeLatency (ms),bolt_executed (messages),capacity,bolt_processLatency (ms),bolt_executeLatency (ms),bolt_executed (messages),capacity,bolt_processLatency (ms)
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0
30,0,1980,0,280,2.174,1840,0.352,0.569,0,260,0,149.63
31,0,1980,0,280,2.174,1840,0.352,0.569,0,260,0,149.63
33,0,1980,0,280,2.174,1840,0.352,0.569,0,260,0,149.63
34,0,1980,0,280,2.174,1840,0.352,0.569,0,260,0,149.63
35,0,1980,0,280,2.174,1840,0.352,0.569,0,260,0,149.63
37,0,1980,0,280,2.174,1840,0.352,0.569,0,260,0,149.63
39,0,1980,0,280,2.174,1840,0.352,0.569,0,260,0,149.63
40,0,1980,0,280,2.174,1840,0.352,0.569,0,260,0,149.63
41,0,4420,0,660,1.362,3700,0.181,0.488,0.033,600,0.001,61.3
43,0,4420,0,660,1.362,3700,0.181,0.488,0.033,600,0.001,61.3
44,0,4420,0,660,1.362,3700,0.181,0.488,0.033,600,0.001,61.3
46,0,4420,0,660,1.362,3700,0.181,0.488,0.033,600,0.001,61.3
47,0,4420,0,660,1.362,3700,0.181,0.488,0.033,600,0.001,61.3
48,0,4420,0,660,1.362,3700,0.181,0.488,0.033,600,0.001,61.3
50,0,4420,0,660,1.362,3700,0.181,0.488,0.033,600,0.001,61.3
51,0,7740,0,1100,1.04,6540,0.122,0.578,0.588,1020,0.015,70.083
53,0,7740,0,1100,1.04,6540,0.122,0.578,0.588,1020,0.015,70.083
55,0,7740,0,1100,1.04,6540,0.122,0.578,0.588,1020,0.015,70.083
56,0,7740,0,1100,1.04,6540,0.122,0.578,0.588,1020,0.015,70.083
58,0,7740,0,1100,1.04,6540,0.122,0.578,0.588,1020,0.015,70.083
59,0,7740,0,1100,1.04,6540,0.122,0.578,0.588,1020,0.015,70.083
61,0,11040,0,1500,0.795,9540,0.099,0.481,0.405,1480,0.012,54.204
62,0,11040,0,1500,0.795,9540,0.099,0.481,0.405,1480,0.012,54.204
63,0,11040,0,1500,0.795,9540,0.099,0.481,0.405,1480,0.012,54.204
65,0,11040,0,1500,0.795,9540,0.099,0.481,0.405,1480,0.012,54.204
66,0,11040,0,1500,0.795,9540,0.099,0.481,0.405,1480,0.012,54.204
68,0,11040,0,1500,0.795,9540,0.099,0.481,0.405,1480,0.012,54.204
69,0,11040,0,1500,0.795,9540,0.099,0.481,0.405,1480,0.012,54.204
70,0,11040,0,1500,0.795,9540,0.099,0.481,0.405,1480,0.012,54.204
71,0,14720,0,2000,0.671,12840,0.091,0.388,0.297,2020,0.009,42.947
73,0,14720,0,2000,0.671,12840,0.091,0.388,0.297,2020,0.009,42.947
74,0,14720,0,2000,0.671,12840,0.091,0.388,0.297,2020,0.009,42.947
76,0,14720,0,2000,0.671,12840,0.091,0.388,0.297,2020,0.009,42.947
77,0,14720,0,2000,0.671,12840,0.091,0.388,0.297,2020,0.009,42.947
79,0,14720,0,2000,0.671,12840,0.091,0.388,0.297,2020,0.009,42.947
80,0,14720,0,2000,0.671,12840,0.091,0.388,0.297,2020,0.009,42.947
81,0,18860,0,2560,0.564,16340,0.073,0.322,0.233,2580,0.008,35.37
83,0,18860,0,2560,0.564,16340,0.073,0.322,0.233,2580,0.008,35.37
84,0,18860,0,2560,0.564,16340,0.073,0.322,0.233,2580,0.008,35.37
85,0,18860,0,2560,0.564,16340,0.073,0.322,0.233,2580,0.008,35.37
87,0,18860,0,2560,0.564,16340,0.073,0.322,0.233,2580,0.008,35.37
88,0,18860,0,2560,0.564,16340,0.073,0.322,0.233,2580,0.008,35.37
89,0,18860,0,2560,0.564,16340,0.073,0.322,0.233,2580,0.008,35.37
91,0,18860,0,2560,0.564,16340,0.073,0.322,0.233,2580,0.008,35.37
92,0,22220,0,3040,0.508,19160,0.065,0.293,0.257,2960,0.007,31.484
93,0,22220,0,3040,0.508,19160,0.065,0.293,0.257,2960,0.007,31.484
95,0,22220,0,3040,0.508,19160,0.065,0.293,0.257,2960,0.007,31.484
96,0,22220,0,3040,0.508,19160,0.065,0.293,0.257,2960,0.007,31.484
97,0,22220,0,3040,0.508,19160,0.065,0.293,0.257,2960,0.007,31.484
99,0,22220,0,3040,0.508,19160,0.065,0.293,0.257,2960,0.007,31.484
100,0,22220,0,3040,0.508,19160,0.065,0.293,0.257,2960,0.007,31.484
102,0,25800,0,3520,0.468,22360,0.058,0.262,0.216,3520,0.006,27.494
103,0,25800,0,3520,0.468,22360,0.058,0.262,0.216,3520,0.006,27.494
104,0,25800,0,3520,0.468,22360,0.058,0.262,0.216,3520,0.006,27.494
