time (s),top_completeLatency (ms),top_transferred (messages),spout_completeLatency (ms),spout_transferred (messages),bolt_executeLatency (ms),bolt_executed (messages),capacity,bolt_processLatency (ms),bolt_executeLatency (ms),bolt_executed (messages),capacity,bolt_processLatency (ms)
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,2380,0,320,0.97,2020,0.066,0.387,0.063,320,0.002,25.052
33,0,2380,0,320,0.97,2020,0.066,0.387,0.063,320,0.002,25.052
34,0,2380,0,320,0.97,2020,0.066,0.387,0.063,320,0.002,25.052
36,0,2380,0,320,0.97,2020,0.066,0.387,0.063,320,0.002,25.052
37,0,2380,0,320,0.97,2020,0.066,0.387,0.063,320,0.002,25.052
38,0,2380,0,320,0.97,2020,0.066,0.387,0.063,320,0.002,25.052
40,0,2380,0,320,0.97,2020,0.066,0.387,0.063,320,0.002,25.052
41,0,5600,0,740,0.544,4780,0.046,0.256,0.026,780,0.001,18.154
42,0,5600,0,740,0.544,4780,0.046,0.256,0.026,780,0.001,18.154
44,0,5600,0,740,0.544,4780,0.046,0.256,0.026,780,0.001,18.154
45,0,5600,0,740,0.544,4780,0.046,0.256,0.026,780,0.001,18.154
47,0,5600,0,740,0.544,4780,0.046,0.256,0.026,780,0.001,18.154
48,0,5600,0,740,0.544,4780,0.046,0.256,0.026,780,0.001,18.154
49,0,5600,0,740,0.544,4780,0.046,0.256,0.026,780,0.001,18.154
51,0,9460,0,1280,0.385,8200,0.034,0.19,0.015,1300,0.001,13.661
52,0,9460,0,1280,0.385,8200,0.034,0.19,0.015,1300,0.001,13.661
53,0,9460,0,1280,0.385,8200,0.034,0.19,0.015,1300,0.001,13.661
55,0,9460,0,1280,0.385,8200,0.034,0.19,0.015,1300,0.001,13.661
56,0,9460,0,1280,0.385,8200,0.034,0.19,0.015,1300,0.001,13.661
57,0,9460,0,1280,0.385,8200,0.034,0.19,0.015,1300,0.001,13.661
59,0,9460,0,1280,0.385,8200,0.034,0.19,0.015,1300,0.001,13.661
60,0,9460,0,1280,0.385,8200,0.034,0.19,0.015,1300,0.001,13.661
61,0,12760,0,1740,0.33,11020,0.029,0.183,0.012,1720,0.001,12.091
63,0,12760,0,1740,0.33,11020,0.029,0.183,0.012,1720,0.001,12.091
64,0,12760,0,1740,0.33,11020,0.029,0.183,0.012,1720,0.001,12.091
65,0,12760,0,1740,0.33,11020,0.029,0.183,0.012,1720,0.001,12.091
67,0,12760,0,1740,0.33,11020,0.029,0.183,0.012,1720,0.001,12.091
68,0,12760,0,1740,0.33,11020,0.029,0.183,0.012,1720,0.001,12.091
69,0,12760,0,1740,0.33,11020,0.029,0.183,0.012,1720,0.001,12.091
71,0,12760,0,1740,0.33,11020,0.029,0.183,0.012,1720,0.001,12.091
72,0,16820,0,2260,0.29,14540,0.025,0.177,0.017,2300,0,10.365
73,0,16820,0,2260,0.29,14540,0.025,0.177,0.017,2300,0,10.365
75,0,16820,0,2260,0.29,14540,0.025,0.177,0.017,2300,0,10.365
76,0,16820,0,2260,0.29,14540,0.025,0.177,0.017,2300,0,10.365
77,0,16820,0,2260,0.29,14540,0.025,0.177,0.017,2300,0,10.365
79,0,16820,0,2260,0.29,14540,0.025,0.177,0.017,2300,0,10.365
80,0,16820,0,2260,0.29,14540,0.025,0.177,0.017,2300,0,10.365
81,0,20440,0,2760,0.257,17680,0.021,0.162,0.022,2780,0,9.341
83,0,20440,0,2760,0.257,17680,0.021,0.162,0.022,2780,0,9.341
84,0,20440,0,2760,0.257,17680,0.021,0.162,0.022,2780,0,9.341
85,0,20440,0,2760,0.257,17680,0.021,0.162,0.022,2780,0,9.341
87,0,20440,0,2760,0.257,17680,0.021,0.162,0.022,2780,0,9.341
88,0,20440,0,2760,0.257,17680,0.021,0.162,0.022,2780,0,9.341
89,0,20440,0,2760,0.257,17680,0.021,0.162,0.022,2780,0,9.341
91,0,20440,0,2760,0.257,17680,0.021,0.162,0.022,2780,0,9.341
92,0,23800,0,3240,0.247,20620,0.02,0.151,0.025,3240,0.001,8.661
93,0,23800,0,3240,0.247,20620,0.02,0.151,0.025,3240,0.001,8.661
95,0,23800,0,3240,0.247,20620,0.02,0.151,0.025,3240,0.001,8.661
96,0,23800,0,3240,0.247,20620,0.02,0.151,0.025,3240,0.001,8.661
97,0,23800,0,3240,0.247,20620,0.02,0.151,0.025,3240,0.001,8.661
99,0,23800,0,3240,0.247,20620,0.02,0.151,0.025,3240,0.001,8.661
100,0,23800,0,3240,0.247,20620,0.02,0.151,0.025,3240,0.001,8.661
