time (s),top_completeLatency (ms),top_transferred (messages),spout_completeLatency (ms),spout_transferred (messages),bolt_executeLatency (ms),bolt_executed (messages),capacity,bolt_processLatency (ms),bolt_executeLatency (ms),bolt_executed (messages),capacity,bolt_processLatency (ms)
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,2480,0,340,0.934,2120,0.068,0.151,0.056,360,0.002,38.454
32,0,2480,0,340,0.934,2120,0.068,0.151,0.056,360,0.002,38.454
33,0,2480,0,340,0.934,2120,0.068,0.151,0.056,360,0.002,38.454
35,0,2480,0,340,0.934,2120,0.068,0.151,0.056,360,0.002,38.454
36,0,2480,0,340,0.934,2120,0.068,0.151,0.056,360,0.002,38.454
38,0,2480,0,340,0.934,2120,0.068,0.151,0.056,360,0.002,38.454
39,0,2480,0,340,0.934,2120,0.068,0.151,0.056,360,0.002,38.454
41,0,4780,0,660,0.629,3940,0.04,0.146,0.097,620,0.003,27.848
42,0,4780,0,660,0.629,3940,0.04,0.146,0.097,620,0.003,27.848
44,0,4780,0,660,0.629,3940,0.04,0.146,0.097,620,0.003,27.848
45,0,4780,0,660,0.629,3940,0.04,0.146,0.097,620,0.003,27.848
47,0,4780,0,660,0.629,3940,0.04,0.146,0.097,620,0.003,27.848
48,0,4780,0,660,0.629,3940,0.04,0.146,0.097,620,0.003,27.848
50,0,4780,0,660,0.629,3940,0.04,0.146,0.097,620,0.003,27.848
52,0,8180,0,1120,0.639,7040,0.04,0.353,0.075,1060,0.002,70.662
53,0,8180,0,1120,0.639,7040,0.04,0.353,0.075,1060,0.002,70.662
55,0,8180,0,1120,0.639,7040,0.04,0.353,0.075,1060,0.002,70.662
56,0,8180,0,1120,0.639,7040,0.04,0.353,0.075,1060,0.002,70.662
58,0,8180,0,1120,0.639,7040,0.04,0.353,0.075,1060,0.002,70.662
59,0,8180,0,1120,0.639,7040,0.04,0.353,0.075,1060,0.002,70.662
61,0,12240,0,1680,0.487,10600,0.032,0.271,0.06,1680,0.001,47.961
62,0,12240,0,1680,0.487,10600,0.032,0.271,0.06,1680,0.001,47.961
63,0,12240,0,1680,0.487,10600,0.032,0.271,0.06,1680,0.001,47.961
65,0,12240,0,1680,0.487,10600,0.032,0.271,0.06,1680,0.001,47.961
67,0,12240,0,1680,0.487,10600,0.032,0.271,0.06,1680,0.001,47.961
68,0,12240,0,1680,0.487,10600,0.032,0.271,0.06,1680,0.001,47.961
69,0,12240,0,1680,0.487,10600,0.032,0.271,0.06,1680,0.001,47.961
71,0,15960,0,2140,0.415,13880,0.029,0.231,0.045,2200,0.001,41.16
72,0,15960,0,2140,0.415,13880,0.029,0.231,0.045,2200,0.001,41.16
73,0,15960,0,2140,0.415,13880,0.029,0.231,0.045,2200,0.001,41.16
75,0,15960,0,2140,0.415,13880,0.029,0.231,0.045,2200,0.001,41.16
76,0,15960,0,2140,0.415,13880,0.029,0.231,0.045,2200,0.001,41.16
77,0,15960,0,2140,0.415,13880,0.029,0.231,0.045,2200,0.001,41.16
79,0,15960,0,2140,0.415,13880,0.029,0.231,0.045,2200,0.001,41.16
80,0,15960,0,2140,0.415,13880,0.029,0.231,0.045,2200,0.001,41.16
81,0,19340,0,2600,0.376,16720,0.026,0.206,0.045,2640,0.001,33.656
83,0,19340,0,2600,0.376,16720,0.026,0.206,0.045,2640,0.001,33.656
84,0,19340,0,2600,0.376,16720,0.026,0.206,0.045,2640,0.001,33.656
85,0,19340,0,2600,0.376,16720,0.026,0.206,0.045,2640,0.001,33.656
87,0,19340,0,2600,0.376,16720,0.026,0.206,0.045,2640,0.001,33.656
88,0,19340,0,2600,0.376,16720,0.026,0.206,0.045,2640,0.001,33.656
89,0,19340,0,2600,0.376,16720,0.026,0.206,0.045,2640,0.001,33.656
91,0,19340,0,2600,0.376,16720,0.026,0.206,0.045,2640,0.001,33.656
93,0,23540,0,3180,0.343,20220,0.023,0.191,0.038,3120,0.001,27.771
94,0,23540,0,3180,0.343,20220,0.023,0.191,0.038,3120,0.001,27.771
95,0,23540,0,3180,0.343,20220,0.023,0.191,0.038,3120,0.001,27.771
97,0,23540,0,3180,0.343,20220,0.023,0.191,0.038,3120,0.001,27.771
98,0,23540,0,3180,0.343,20220,0.023,0.191,0.038,3120,0.001,27.771
99,0,23540,0,3180,0.343,20220,0.023,0.191,0.038,3120,0.001,27.771
101,0,23540,0,3180,0.343,20220,0.023,0.191,0.038,3120,0.001,27.771
102,0,27140,0,3660,0.324,23460,0.023,0.179,0.033,3620,0.001,25.641
104,0,27140,0,3660,0.324,23460,0.023,0.179,0.033,3620,0.001,25.641
105,0,27140,0,3660,0.324,23460,0.023,0.179,0.033,3620,0.001,25.641
