time (s),top_completeLatency (ms),top_transferred (messages),spout_completeLatency (ms),spout_transferred (messages),bolt_executeLatency (ms),bolt_executed (messages),capacity,bolt_processLatency (ms),bolt_executeLatency (ms),bolt_executed (messages),capacity,bolt_processLatency (ms)
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,1740,0,200,14.262,1220,0.736,6.701,0.75,240,0.013,690.25
53,0,1740,0,200,14.262,1220,0.736,6.701,0.75,240,0.013,690.25
54,0,1740,0,200,14.262,1220,0.736,6.701,0.75,240,0.013,690.25
55,0,1740,0,200,14.262,1220,0.736,6.701,0.75,240,0.013,690.25
57,0,1740,0,200,14.262,1220,0.736,6.701,0.75,240,0.013,690.25
58,0,1740,0,200,14.262,1220,0.736,6.701,0.75,240,0.013,690.25
60,0,1740,0,200,14.262,1220,0.736,6.701,0.75,240,0.013,690.25
61,0,1740,0,200,14.262,1220,0.736,6.701,0.75,240,0.013,690.25
62,0,5260,0,680,5.754,4560,0.455,2.782,0.278,720,0.007,297.61
64,0,5260,0,680,5.754,4560,0.455,2.782,0.278,720,0.007,297.61
65,0,5260,0,680,5.754,4560,0.455,2.782,0.278,720,0.007,297.61
67,0,5260,0,680,5.754,4560,0.455,2.782,0.278,720,0.007,297.61
70,0,5260,0,680,5.754,4560,0.455,2.782,0.278,720,0.007,297.61
71,0,5260,0,680,5.754,4560,0.455,2.782,0.278,720,0.007,297.61
72,0,8620,0,1140,3.657,7520,0.309,1.836,0.175,1140,0.005,191.97
74,0,8620,0,1140,3.657,7520,0.309,1.836,0.175,1140,0.005,191.97
75,0,8620,0,1140,3.657,7520,0.309,1.836,0.175,1140,0.005,191.97
76,0,8620,0,1140,3.657,7520,0.309,1.836,0.175,1140,0.005,191.97
78,0,8620,0,1140,3.657,7520,0.309,1.836,0.175,1140,0.005,191.97
79,0,8620,0,1140,3.657,7520,0.309,1.836,0.175,1140,0.005,191.97
80,0,8620,0,1140,3.657,7520,0.309,1.836,0.175,1140,0.005,191.97
82,0,13080,0,1740,2.561,11400,0.23,1.327,0.122,1800,0.003,136.52
83,0,13080,0,1740,2.561,11400,0.23,1.327,0.122,1800,0.003,136.52
84,0,13080,0,1740,2.561,11400,0.23,1.327,0.122,1800,0.003,136.52
86,0,13080,0,1740,2.561,11400,0.23,1.327,0.122,1800,0.003,136.52
87,0,13080,0,1740,2.561,11400,0.23,1.327,0.122,1800,0.003,136.52
88,0,13080,0,1740,2.561,11400,0.23,1.327,0.122,1800,0.003,136.52
90,0,13080,0,1740,2.561,11400,0.23,1.327,0.122,1800,0.003,136.52
91,0,13080,0,1740,2.561,11400,0.23,1.327,0.122,1800,0.003,136.52
92,0,16360,0,2160,2.093,14240,0.19,1.14,0.098,2240,0.003,115.43
94,0,16360,0,2160,2.093,14240,0.19,1.14,0.098,2240,0.003,115.43
95,0,16360,0,2160,2.093,14240,0.19,1.14,0.098,2240,0.003,115.43
96,0,16360,0,2160,2.093,14240,0.19,1.14,0.098,2240,0.003,115.43
98,0,16360,0,2160,2.093,14240,0.19,1.14,0.098,2240,0.003,115.43
99,0,16360,0,2160,2.093,14240,0.19,1.14,0.098,2240,0.003,115.43
100,0,16360,0,2160,2.093,14240,0.19,1.14,0.098,2240,0.003,115.43
102,0,16360,0,2160,2.093,14240,0.19,1.14,0.098,2240,0.003,115.43
103,0,19760,0,2620,1.841,17160,0.17,0.964,0.083,2660,0.002,102.04
104,0,19760,0,2620,1.841,17160,0.17,0.964,0.083,2660,0.002,102.04
106,0,19760,0,2620,1.841,17160,0.17,0.964,0.083,2660,0.002,102.04
107,0,19760,0,2620,1.841,17160,0.17,0.964,0.083,2660,0.002,102.04
108,0,19760,0,2620,1.841,17160,0.17,0.964,0.083,2660,0.002,102.04
110,0,19760,0,2620,1.841,17160,0.17,0.964,0.083,2660,0.002,102.04
