1,10000,100,3,12,1000,1339.6,87.976
3,100,10,6,12,100,66863,39.281
1,10000,10,3,12,100,27705,135.79
1,10000,10,6,3,1000,26700,228.55
1,10000,10,6,12,1000,29248,51.45
3,10000,10,3,1,1000,28000,173.45
1,100,100,3,3,1000,28246,57.917
3,10000,10,3,12,10,1143.9,66.539
3,100,100,6,3,100,0,0
1,100,1,1,3,100,1401.2,32.241
3,10000,100,6,12,10,28707,105.13
1,10000,100,6,12,100,1267,70.163
3,100,100,1,1,1000,1140.2,110.62
1,100,10,3,3,10,28157,56.73
3,100,100,6,12,1000,1291.7,99.349
1,10000,100,1,12,100,30147,113.29
3,100,10,6,3,1000,1334.1,74.717
3,100,1,3,12,100,28343,33.628
3,100,100,6,3,100,1208.5,51.705
3,10000,1,6,3,1000,28207,150.23
