1,3,1000,1000,6,3,100,68731,72.554
1,1,1000,100,6,6,100,67740,27.956
0,3,100,100,3,3,1000,66519,27.974
1,3,1000,100,3,3,1000,66207,20.361
1,3,100,100,6,3,1000,30067,54.095
